addr,OutCnt,OutAmount,OutValue,OutTransFee,InCnt,InAmount,InValue,InTransFee,label
0x88ad3089e4f573d5273805d1acfdf6b06802c200,86.0,86.0,0.0,360.20000000000005,24.0,100.0,0.0,145.8,0
0xb7e128267d320dd306098d24ac2576e1c2f41c19,33.0,213.0,0.0,126.70444444444443,77.0,257.0,88418.66,465.4269865807455,0
0x77ccd1ff0f054d46e67ef45c866f756db05aeb32,17.0,17.0,3965.595,102.39,93.0,96.0,4887.49,188.22314538461532,0
0x90da187fbc4c30db6341b49828c794aa34a11580,47.0,47.0,617.7577777777778,95.80361111111112,63.0,65.0,3097.73,215.21,0
0x6ceca7911c1a4dd84451716b698995324609ad48,33.0,33.0,40430.43833333334,398.9166666666667,77.0,581.0,19340.726666666666,482.5292250101333,0
0x2beae0f40aee2d68fb9844b2cc70ad545b0e1150,69.0,70.0,10574.165,577.0074999999999,41.0,44.0,22305.39547719048,885.7300476190476,0
0x85b7df7285c5245800bb05439c3958ead29945fd,82.0,1801.0,0.0,1005.1433333333332,28.0,724.0,0.0,439.56,0
0x0e2301c2c6e8f441e2971eede106a2004c857893,22.0,22.0,1011.2,154.815,88.0,88.0,8558.772822408842,967.0882397465724,0
0xbb87f468ffd8186f38cd9a78b124c7191759f488,22.0,35.0,0.0,94.265,88.0,88.0,2682.5986274509805,901.5207352941176,0
0xd4d5ffd69210d6ffa615fd864ad67fd34cc91901,55.0,55.0,3253.5,195.375,55.0,253.0,1098.3648904818797,569.3777917164476,0
0x0a025f7f3a2b2b921092bbc3ef2a52d20949917f,46.0,46.0,6129.905,519.3825,64.0,64.0,10940.278116204265,497.94404851733486,0
0xf1aa941d56041d47a9a18e99609a047707fe96c7,23.0,23.0,436.6,79.80499999999999,87.0,88.0,911.235,181.472432332221,0
0xcc81b9647e64a7245f09823720f5ad38a928fbef,64.0,66.0,3533.7025,1911.3,46.0,58.0,14542.86,538.7398314968308,0
0x04bb19e64d2c2d92dc84eff75bd0ab757625a5f2,55.0,412.0,0.0,2904.75,55.0,412.0,0.0,2904.75,0
0x8e6df33545b05e1e79dc159c1c2133a3b7cea769,32.0,32.0,20119.915,470.6575,78.0,85.0,184163.224,701.5140369289261,0
0x7895cb267c04e2f9ef00b440005141ad5477cd43,4.0,4.0,0.0,16.79,106.0,106.0,0.0,305.03109998824704,0
0xf88fefe57cfccd0979a25c03a73e1ebe72e6774c,67.0,69.0,53644.64,1368.65,42.0,55.0,326.34,851.4182443802273,0
0xf2b548394f5e8ee171209739d66675594be555e0,47.0,47.0,2344.32,740.8833333333333,62.0,459.0,3705.555,557.6812654933753,0
0xb312a523e6f68556bd2917686b1487041f33d996,76.0,86.0,842.1500040000001,1604.45,33.0,96.0,0.0,1440.82,0
0x93fc0c711c2df516bc442ad4b3ed47cc4001829b,28.0,28.0,10238.578333333331,296.48833333333334,81.0,88.0,47794.37770241546,604.6641906571743,0
0xcf6f5a68d94165081a634ada997be3a93426c467,54.0,55.0,5147.46,1042.69,55.0,61.0,26435.65519417476,972.0692317447592,0
0xad17bdffd0805f6d871016964a29f910e564ccd7,23.0,39.0,2604.04,310.04,86.0,295.0,9322.995001,381.98922970167087,1
0x06899b851e0cc9b1e9348c0e985e6c5454bbd889,64.0,65.0,658.06,1433.0606522791309,45.0,50.0,7006.141600137754,1043.7985750446635,0
0xd5a771da32a392036a98f7da6b11d46d6d1c61f9,36.0,38.0,17948.56,308.505,73.0,79.0,21453.223,491.8328162885349,0
0x3a76027cd1148dd89d9d17f93d39f54b2a4f4ab8,73.0,74.0,11421.673992277993,654.0459678249679,36.0,38.0,8015.01,366.025,0
0x9b6fadedcbe50876eab12f5109e4c370cb97089e,50.0,53.0,24969.7,737.669,59.0,63.0,16257.89,1016.28475,0
0x243706e13823949dca2283ce5607f618d9d17c31,47.0,62.0,14106.68,689.7687166808064,62.0,80.0,6518.38,684.7735746859548,0
0xce4059a5aea0f33ea3695620e89fd0fe65d80c4d,54.0,54.0,24355.825,164.035,55.0,55.0,1.05,81.715,0
0x031633884306abaf5d5003ca5a631aec9ef258aa,24.0,24.0,1329.72,144.305,85.0,103.0,11790.823459954145,812.8648373497787,0
0xb749b7cc28b2a5aac7596575025b35b1d0cf02f0,22.0,22.0,2378.73,510.03,87.0,87.0,0.0,634.9127301278766,0
0x013598ea3fd28608c23ebac199c5b4218e2ade3a,45.0,46.0,15502.2,474.7723333333333,64.0,71.0,58004.08,443.8115047111503,0
0x219d6fa4e082fe7ecf5a1a6125f5812d474856a0,52.0,52.0,10205.78,913.649766978329,57.0,158.0,7767.217140290932,1206.8511654272502,0
0x446f037c899460f3b225badaca1a7d211e4fd5bd,48.0,1060.0,0.0,11.51,61.0,1339.0,0.0,17.85,0
0x51ec66e63199176f59c80268e0be6ffa91fab220,15.0,89.0,38245.438,282.087,94.0,410.0,3922.802279606965,752.5490897256451,0
0xe8782344d7faadcc3f5c9c287467edba649149be,46.0,47.0,10148.011717948715,362.3790128205128,63.0,64.0,5557.290001,640.0903119598665,0
0x176c4cfc1ba5aae04f514855526b79560befde26,104.0,104.0,0.0,807.76,5.0,5.0,4.235980392156862,24.31107843137255,0
0x7abc25c069c8194e6b501782c57904a8ed940a57,50.0,54.0,24492.124047619047,963.5864285714284,59.0,75.0,18168.25,1962.643569043408,0
0xbf057af2c08cd61c9449de0b3efe826a438f2393,65.0,85.0,6266.5536,496.2224,44.0,44.0,12435.246511627907,286.4614074820999,0
0x4f99a68cc5d1f659dbe467a5f01a7067ab7dfdef,38.0,38.0,0.0,309.485,71.0,71.0,423.46,544.0649999999999,0
0x99ce978d1cfea58fd48b6db6133bd6229ebd5a03,60.0,63.0,224.4,604.8116666666667,49.0,53.0,27203.585,894.2220611851017,0
0x90539047bc1102cf3e88719fc2087f1095b4bdee,10.0,11.0,4583.97,62.82,99.0,103.0,1124.03,292.4989677839835,0
0x79bc6c1d8fc64214107949f0e5a2b1b4ce690b60,36.0,45.0,2159.56,519.115,73.0,73.0,0.0,378.21739246126543,0
0x0e41c9b548cf0545377aeeb693a6006172f1af81,4.0,4.0,339.5,18.49,105.0,113.0,8983.819263979929,409.1419700143435,0
0x1933ff52af6c53e79cafb20d46ab82a10f52a903,38.0,39.0,18032.825,272.73,71.0,72.0,528.34,192.995,0
0x7db7f636eb50ab2734b587a4eb0ee3e8e75d5254,57.0,83.0,34404.57,772.715,52.0,87.0,21618.890000000003,1018.0481468531468,0
0x107752288b215467de25c16119787d715ec8e26e,0.0,0.0,0.0,0.0,109.0,109.0,0.0,776.0992952736318,0
0x9abc30f3fe9e2d8fb49bd9d2376a22da2dfd44f1,1.0,3.0,818.44,4.21,108.0,112.0,435.15,92.04,0
0x72748e770f89fc00ba3661dffc40552fa07719ec,48.0,48.0,16508.283333333333,393.165,61.0,61.0,5365.447916666667,829.9224202798599,0
0x931628fc02fcdbdfaac85b57a0d214899b4e3d91,92.0,92.0,17202.275,1128.695,17.0,25.0,12326.5,249.5161033333333,0
0x7a6a9596af512a7e5b1ef331a70015cd3defa1f2,48.0,48.0,39702.07,1389.64,61.0,73.0,34381.083,982.9429661956282,0
0xbb46c6e4d8a59520fbb11638c2d1228cc65f5a6c,60.0,63.0,10847.39,669.73,49.0,52.0,7422.82,686.0337109986748,0
0x86ab846eab1db8ed6f410cbc7c5497de0b7b4536,46.0,114.0,0.0,201.1397310158721,63.0,77.0,5736.20190276264,401.9601140194528,0
0x555efd8d1e50860fea7501265644b7acb8188518,18.0,18.0,975.6233333333334,234.64,91.0,91.0,1349.86,1011.8588414634146,0
0xfce0413bad4e59f55946669e678eccfe87777777,46.0,52.0,89684.53,990.07,63.0,83.0,58646.06,1075.4562537954112,0
0xae099730dfc04c086acd0ad9881f86ac62ad0b7a,55.0,58.0,6076.94,686.1425,54.0,101.0,35040.29,732.2962916666667,0
0xc0336b14ca2249da78b8b45b14890e825e3125b1,49.0,50.0,57078.855,902.59,60.0,69.0,55597.695,941.5684682215064,0
0x602a11d81c74f51fbae38272cf166f6ffd46518c,23.0,23.0,238.2,96.57,86.0,94.0,3255.5489641434265,621.600438247012,0
0xd68cd7d65c8948d241616647557cbb11b4507e06,39.0,39.0,0.0,227.98,70.0,70.0,0.0,340.88,0
0x83cd2b925293e1f096c58b68fb3259a64e156d8a,40.0,139.0,16084.61,352.90666666666664,69.0,75.0,8627.719902439025,597.4559155068188,0
0xa1c7fe6876ca40d7da948e895ad58c3663c457e4,54.0,74.0,30750.875,1183.13,55.0,100.0,103529.749,665.3227965464001,0
0xc9bde787394d4bc55592d388c16b6f6bc5e35d62,34.0,38.0,26262.92,381.5775,75.0,91.0,14979.145,558.091427556918,0
0xa212b52f72b7434cd8a8bc8f06c1e6b84afb7979,56.0,56.0,75125.996,707.303,53.0,53.0,119199.45,1352.761158616748,0
0x8ae990228e3fb6b7a888b09c304d8d255c3e0fd1,62.0,65.0,29683.34545454545,1436.4799242424242,47.0,59.0,23175.455,1193.67355,0
0x209a31bfb5c563bce2c79d97fff61dde2f9703eb,70.0,1456.0,0.0,43.935,39.0,1453.0,255.28,70.23,0
0xbff12f92a9607503d7543570c61a3e7d76c110c1,43.0,43.0,88.00999999999999,109.37,66.0,69.0,1003.425003,303.045,0
0xe29eca6437dd8f39faa01fa74b6eea0178d3bf77,35.0,36.0,3617.05,254.2,74.0,90.0,17292.23,463.565,0
0x91db87e43a6e07e0daea3b604213d69cca665805,45.0,47.0,35248.25,739.02,64.0,70.0,56661.78427860697,842.4586566457998,0
0x4f5592e78fb582f3159edcd2082beb4c436b3516,39.0,39.0,5237.77,94.045,70.0,70.0,1674.3490812776724,188.63959631924047,0
0x4d8cd0d84e677cd2e13c29c75d7673fed94a14bf,22.0,24.0,0.0,32.52,87.0,94.0,26323.305,789.1589889668525,0
0xd1d021956b804eef85b686bb6b82b2565217d4a3,49.0,51.0,24971.3,876.6,60.0,70.0,26272.919,870.5376088907016,0
0xa14e4b29ed5810328944e643d7e95ef728f064f1,70.0,72.0,0.0,135.41833333333332,39.0,43.0,2194.915,315.67302631578946,0
0x28a24777c4c042448af84572cef9eca09a82e0b0,54.0,54.0,6920.11,528.1,55.0,55.0,0.0,1470.7,0
0xa5e852734e8dbb37f5dd443a47dc464919133875,0.0,0.0,0.0,0.0,109.0,109.0,0.0,131.2585,0
0xa40633df77e6065c7545cd4fcd79f0ce2fa42cf1,41.0,208.0,7824.38,674.6175,68.0,414.0,1879.847635022831,566.5859585388127,0
0x54e5e0dd6a8fbf5bff95e4e57cf710a30f659a5d,55.0,450.0,1755.44,933.6175,54.0,228.0,4216.98,802.9375,0
0x947fbe0972737ca3b3ffcbc1fa5c36cf119e80f1,73.0,74.0,3977.97,491.34,36.0,38.0,4988.060001,319.52398009950247,0
0x3ed83b9ae395ca3de994600fe0f2cd027753b2ee,0.0,0.0,0.0,0.0,109.0,802.0,0.0,605.195,0
0x8c26a91205e531e8b35cf3315f384727b9681d75,82.0,86.0,4978.4400000000005,1327.76,27.0,51.0,156.01999999999998,287.6357471869922,0
0x09a26345a7ed7350133934f9b2dfe93a75e01173,52.0,54.0,21601.90083783784,1085.4334864864866,57.0,65.0,19765.53,678.8584556782158,0
0x6fe6d389909f8190d5cb98dc6586432f79261db6,54.0,119.0,111.38,660.39,55.0,119.0,209.78,482.84,0
0xd97a5a1b26e6ae56e8f7a063d63f4a9f978911aa,52.0,52.0,1757.503333333333,524.45,57.0,453.0,841.1199999999999,164.1,0
0xcc60ef872fa037b12d6bd64fecee1beb3ecefece,53.0,54.0,4141.135,377.865,56.0,57.0,36395.58,655.438,0
0x34cc62a979b2f4a3d757a6527ad6835c6284b6b9,78.0,78.0,4087.1469153329977,668.9586329083676,31.0,33.0,6082.346302816902,257.63718008123334,0
0xf896e426615e44a2610f4c3d5343b63b557e11e2,45.0,45.0,2251.4592267080748,559.035048136646,64.0,65.0,2399.035,442.8583766328461,0
0x533e112ec47deadf51dde318af5bf3f77d18a7a8,50.0,1436.0,2276.205555555556,166.33333333333334,59.0,1459.0,4450.54,337.4488304899388,0
0x980d55edf335e7c82a3e9b0492f5e1fe28fcdf22,46.0,1432.0,575.4950000000001,193.67,63.0,1449.0,297.215,102.70005277044856,0
0xd159b08b65d7b77e011e13374c329cc6b71a3301,1.0,1.0,1964.32,47.35,108.0,108.0,0.0,261.8597047244094,0
0xac0ab72b69b1b84ce28507f441727e708478244c,28.0,32.0,180.985,367.425,81.0,84.0,2727.025,1059.560503638814,0
0x21c9548b23b7ff3850d7354d17d48db9217370d1,36.0,36.0,8886.956666666667,275.96958333333333,73.0,80.0,5881.03,597.839502471365,0
0x94af4307f86fa79a7d133100129e2bcf502f2d1b,36.0,44.0,0.0,3.4160655686968804,73.0,73.0,0.0,6.967354756365381,0
0xf0b18fddad37b6a3b6f3c762aca6008e27774e54,64.0,65.0,12359.09923076923,626.2624358974359,45.0,50.0,13782.06,543.6217639195755,0
0x80a780d01393ba5af6654b19d1e43505d638e48b,92.0,94.0,9137.33,554.1075,17.0,20.0,6410.72,163.88934543654364,0
0x98e07d48d80b82b1e1d58d8eca2b7a069f647eec,47.0,1433.0,7844.15630952381,563.3007142857143,62.0,1448.0,3378.11,562.2732855517634,0
0x93730ce5ac9de1db9f3fbb73bf522a690629ccec,37.0,41.0,1727.42,175.841,72.0,76.0,3113.955,198.7278156638592,0
0xa2e1049e3c908800113aaf70c9f8406a8107d0c2,52.0,52.0,0.0,154.075,57.0,57.0,11019.94,588.4,0
0xececcb0dbaadb9be687f2602ef55305bc56837b1,47.0,47.0,3639.085,114.775,62.0,62.0,6415.33,343.48619403011907,0
0xc2ce2df4a3aba14cb381f5160df0cf5da1dd3bb0,73.0,79.0,38377.27,1003.44,36.0,52.0,37636.71,406.7691228327645,0
0x55294f332fabc1173c446e441599956f729c3dc2,23.0,25.0,0.0,68.10999999999999,86.0,92.0,7074.27,425.305,0
0xd159a96ddeafa44e5914ba730b3920bf0bd05046,2.0,2.0,0.0,29.71,107.0,107.0,712.0400000000001,736.4878189300412,0
0xa2104ba9771ae64c60a80300129c655238a597a7,109.0,109.0,0.0,138.11,0.0,0.0,0.0,0.0,0
0x7ebd553f8d9ad09ab4a9a74e808b1d699c05b361,84.0,84.0,601.79,238.245,25.0,25.0,1150.4299999999998,133.60438333333337,0
0xf207e69a7cc3b4a00fec3039891a77b3df8c3577,60.0,95.0,10661.311666666666,924.7616666666668,49.0,65.0,34108.77,468.2862840236618,0
0x7f9511c74bb8176e77b70e0355cd5bb19dcec3a3,41.0,41.0,72.3,357.82,68.0,68.0,205.02,490.3,0
0x34a1573a8d1b845078ae211508542ce5e38fc1fb,44.0,441.0,0.0,482.3325,65.0,524.0,0.0,1068.9125,0
0x7417961b105c29658ea93cabca4391c751e2018a,37.0,61.0,0.0,161.82,72.0,464.0,72.8,412.8916423357664,0
0x1b78b492c8e055d57c2398994c42c99893cf57f5,101.0,111.0,370.22,293.34,8.0,23.0,0.0,112.64,0
0x4970d00357ff515858b3191ed577bead738acf3d,58.0,239.0,4114.51,428.04,51.0,234.0,8299.325,942.220501002004,0
0x3df8bcb3c65016e25ae0f7a72f0edc91ce9c01cf,49.0,50.0,0.0,1394.5127777777775,60.0,67.0,6906.02,488.1027986832272,0
0xc0e5cf6fbe153d13f6da71c29b00dad57f062aad,38.0,38.0,3729.46,310.1,71.0,73.0,2494.981870756777,462.3340006053269,0
0xfb47317b2d43dd45348a26e302ba4ae2586ab0cb,58.0,58.0,0.0,658.98,51.0,52.0,1782.6999999999998,1906.57,0
0x0c0fae6fa102816630c964be183e27be79e24dd9,49.0,54.0,13109.93976190476,952.3588095238096,59.0,66.0,5245.495,2653.756698440208,0
0x2d983d97b5f887d18713510d4998c8cbba5550ed,38.0,46.0,49770.95166666667,487.0733333333333,70.0,80.0,6836.629999999999,575.6317560522771,0
0x1e9b0e7d28bc135584ea1717065a6cce3298a80d,0.0,0.0,0.0,0.0,108.0,108.0,0.0,646.0049289047229,0
0x2b328678bf6025a8a1b9ca8195ea95f6775255e2,7.0,7.0,0.0,71.74000000000002,101.0,101.0,0.0,487.8072573265043,0
0xb28c1e503c648b784d68029d496a21c6e9caae52,104.0,104.0,114.06,43.62,4.0,4.0,177.35,21.06,0
0x1b3d19f77810b813608b5877bdc20dbb931e9ced,53.0,55.0,27433.53,898.25,55.0,58.0,56184.89000000001,1119.8855493465553,0
0x57a1fcc7c7f7d253414a85ef4658b5c68dc3d63b,31.0,229.0,8964.73,295.62,77.0,81.0,12319.90850241546,826.8273766019931,0
0xdce5b3c96a85115717b6a3514fbb6084ea4a73ff,36.0,36.0,0.0,298.97,72.0,72.0,0.0,599.69,0
0x57e283b1bfff55471b6c78203a08acc761dc6ed4,51.0,51.0,9976.445,489.59,57.0,57.0,0.0,589.13,0
0xe21f83b5aeee7cd5548e70348f86abb0c80e283e,25.0,28.0,3619.12,385.62,83.0,779.0,4072.28,526.1913999999999,0
0x356a61a2fbdecae55e609549c173939bb6009837,97.0,99.0,9222.15,1376.96,11.0,27.0,93.960001,116.60666666666668,0
0xb1bfd5873a33bb2d052e724808a87534fd9d4153,60.0,60.0,0.0,87.825,48.0,56.0,4119.9,214.4663537117904,0
0x002cce850e649f59d60107b56c1536f2065f5b60,99.0,2366.0,0.0,941.5466666666666,9.0,517.0,0.0,77.41166666666666,0
0x2ef1b2567aa33e1ba07f4fbd1a297223df28bafa,36.0,38.0,12800.52,495.072,72.0,579.0,14628.02,866.4179775395647,0
0xa8a2510e15babf9370318278d4d623d8f7efddf7,40.0,40.0,0.0,50.31,68.0,68.0,2044.09,184.77161616161607,0
0xd69c40fc5be5b107abc29e64b0fa8bd0602d67de,44.0,44.0,737.1899999999999,185.0,64.0,64.0,172.16,127.76,0
0xf173059d83a4a12aa2b81864df9b0f622b602939,52.0,52.0,0.0,38.775,56.0,860.0,0.0,12.45,0
0xc1d04cbee8f326ab0a4ceec05abdaddc95f3ca91,53.0,53.0,15294.18,624.01,55.0,55.0,7923.434999999999,794.2629045754246,0
0xf62635fe2cf2f7e0941b297b35034ab46d17641c,66.0,286.0,175.11,213.005,42.0,266.0,0.0,10.165,0
0x673f5ee30df7996c63d9350c15828061ef80b00b,68.0,68.0,11093.31,1103.99,40.0,40.0,6933.05,412.48,0
0xfb03ec439b458a56291131caef1a11a503126455,94.0,179.0,1741.45,885.24,14.0,17.0,0.0,108.67,0
0x986b69463b78403dddaf7140327f650bec4560c5,37.0,37.0,0.0,185.32,71.0,71.0,0.0,284.82,0
0x71370779681d53660ad77b2d91661f8bf4d3cceb,37.0,37.0,1645.37,313.94,71.0,71.0,17724.335001,777.234370480266,0
0x3d0a9aba6604663369ce736cb4a5f21eaf7faa31,49.0,51.0,3049.412212121212,225.91576190476192,59.0,62.0,23727.195,383.3793097129909,0
0x723a1cf167a4ff0a797201a6443c9100e4b19507,46.0,46.0,18111.26,247.46,62.0,65.0,12684.976575,620.9997697662529,0
0x4bad08cd9f60568b9df6d990004cbcc19437469f,46.0,54.0,0.0,191.285,62.0,70.0,0.0,284.585,0
0xbdbfe5f4d8775472b0398f88fc378ec2e5518558,44.0,45.0,1152.74,460.315,64.0,75.0,2096.927370892018,481.89586854460094,0
0x046659bb263fd831e3e1383e7acb6c37b622b29f,36.0,36.0,3996.545,285.29,72.0,73.0,2687.2461422524066,350.0699459219969,0
0xc4dad120712a92117cc65d46514be8b49ed846a1,63.0,63.0,6293.76,282.1673333333333,45.0,50.0,11795.624398981254,278.15153921210367,0
0x33e033f5965f36af256af35c7f89b48b2b380402,28.0,33.0,5049.19,187.365,80.0,80.0,11420.635,586.1675852149742,0
0x646e601612745f623434183aa89c9c3d3f22ed0c,49.0,49.0,9741.27,1023.7625,59.0,61.0,3361.735,884.2104272537717,0
0x54b174179ae825ed630da40b625bb3c883cd40ae,46.0,416.0,43081.58,1090.96,62.0,435.0,62743.11,1418.128757534407,1
0x60c3bcf0e981173c926cdcabdf06c8c39b38040d,74.0,74.0,521.74,145.8,34.0,136.0,0.0,186.03,0
0xc457749236328d6e27fc7441cc32f273d6ad05ad,49.0,49.0,44530.86435897436,1288.4147435897437,59.0,66.0,6835.281651573861,407.5811931125909,0
0x52cc74400c37ca83720086be6d1ddcaf47771b7a,74.0,75.0,4008.44,396.078,34.0,36.0,2303.74,205.2889,0
0x77f478a73858f55973e6ad80f57502793730b721,23.0,23.0,4513.32,304.1975,85.0,86.0,6351.686090698492,706.3529540201005,0
0x94458aa887d18f85003c3b0391594767ddc733fb,63.0,4162.0,0.0,1028.79,45.0,1950.0,0.0,1432.3659047619046,0
0x19b1f359c18f5201fc4e7dcc20a33383c1994f28,56.0,63.0,9597.94,713.535,52.0,68.0,7690.675001,1401.545813543307,0
0x278a37c3db2ef2385dfb736f5b8443db15021f60,33.0,35.0,0.0,2.3672382889042005,75.0,84.0,0.0,5.330978928905295,0
0xe43f6352cbbb43a286f77d7dbc9348fb9a4344c9,0.0,0.0,0.0,0.0,108.0,108.0,1209.61,349.46,0
0x8cb377959625e693986c6adef82fff01d4d91af8,23.0,29.0,20139.26,1027.799,85.0,91.0,7880.789905660377,2203.8205165003897,0
0xb30a2915d83d836d391c23e1b183d4bec9d8edbe,4.0,4.0,7339.09,186.87,104.0,104.0,0.0,3670.37,0
0x05789c0fa6a24b519ac1fe1f127fbe8fa88c1734,54.0,54.0,23282.275,523.405,54.0,54.0,1.05,297.57,0
0xe5e508c953114f8688b9d6072cb1196cf6487006,17.0,17.0,13794.34,109.84,91.0,94.0,25515.38,585.7569201187403,0
0x62f71257c349c3f091bdae1fa0115c11eb950a1f,17.0,17.0,9195.210555555555,220.895,91.0,289.0,13546.995,795.2156489018613,0
0x97f6ef6a87cad10bbe9b7a601e9a665d89f194ce,54.0,54.0,17283.59,1801.44,54.0,54.0,0.0,321.07263473053894,0
0xf6cdfb166f533bb08735c78f92592725d17d92f3,40.0,47.0,1968.53,430.895,68.0,74.0,13231.25,877.01,0
0x6f51c9dc6a070b9847a17d5222cf8e1cf0bf63f0,46.0,46.0,4599.471328633572,280.1238863772488,62.0,62.0,1002.095,193.285,0
0xe61e99e9229fa381b226b299f388b6971f9e5518,52.0,55.0,23858.972166666663,444.43,56.0,65.0,14392.925001,1869.4126931719088,0
0x8331003f78b315fbbe27f13b33c6ca3403092e7a,46.0,46.0,73767.55,472.16,62.0,112.0,45995.376715686274,332.3775370588235,0
0xb58c6d2d882f1ac2c5599401ddf5f2736a155472,40.0,40.0,92.6,18.795,68.0,68.0,0.0,81.18,0
0x88350964c2d91a6aaf5c7430a35f7ab27a7007d3,36.0,331.0,6912.320000000001,485.0825,72.0,387.0,9247.475,730.1248488454047,0
0x6158136408f436bbbd5924f397d070f25325d6e9,23.0,30.0,24303.81,598.205,85.0,102.0,25656.5,222.02796,0
0x46f96c7cc64ea70fad17d81259d222f98c530c2e,101.0,101.0,4359.431346491228,366.0727105263158,7.0,7.0,116.21,40.32,0
0x84ab6aeda45c85b910c363a454c5c0e93d8691a2,9.0,10.0,3630.39,160.03,99.0,343.0,457.0700000000001,747.6193154827986,0
0xc57b2900f3ab9b9bd4ffcdb8174cd7665d0da8bc,59.0,59.0,84370.42,1535.595,49.0,57.0,31185.64,656.6571630513554,0
0xd952f58c7fd9ab51b95dd433f7ec1634ff47f61d,55.0,64.0,0.0,382.1,53.0,58.0,0.0,227.1026904672741,0
0xe4a3f1ee870bb600cffb380239d4d07c9554725e,21.0,21.0,3954.675,196.46,87.0,95.0,13422.07,576.8039901279753,0
0xbab2dceec76271910fead12e649c4cb47045c3cc,54.0,54.0,18832.52619047619,770.4617857142857,54.0,61.0,8764.935,1401.5235073933331,0
0x3ecd8f1e39f6d1656de6f3d73f0c2aa7e2ae324e,21.0,23.0,18073.78,369.326,87.0,100.0,124264.85,707.3963178751121,0
0x8d957c15d4be53bfd61e03aa943f70db3cef01e4,6.0,6.0,0.0,0.4547548048153954,102.0,102.0,0.0,19.440606460140888,0
0x3b6015d50ab9bce4343d33e6a17c8120ecf3ca93,0.0,0.0,0.0,0.0,108.0,108.0,0.0,14.115959000569651,0
0xe7f53ce9421670ac2f11c5035e6f6f13d9829aa6,41.0,46.0,91741.78,723.5247222222222,67.0,69.0,129495.24,1169.535975000468,0
0x48df9a55ffc6b7d091fec8009f53186fc6537025,22.0,22.0,46.325,14.935,86.0,86.0,300.99,88.105,0
0x0ae3d5949202165584a270cbac7a733b0307a766,26.0,60.0,2858.443333333333,197.80637442266053,82.0,145.0,2615.4614516222787,1272.2023100966728,0
0xb9c199e7a38a71cda44346e6f801dbc4b170cfd8,45.0,45.0,0.0,204.61,63.0,63.0,0.0,147.05,0
0xc31feabf6b7cca41bbce7d6db499c6d30c0972c7,51.0,65.0,0.0,19.67803663260097,57.0,72.0,0.0,4.601951367668871,0
0x5116f57e0b5d841cf5a68ad5a6f8fe6dee19d727,108.0,108.0,1128.41,266.14,0.0,0.0,0.0,0.0,0
0xe279d4292bf453b0354e8b16156f54f981bc19b4,75.0,79.0,0.0,50.1052443585415,33.0,33.0,0.0,2.517962455711752,0
0x2b72a427fe696cbfa70c2884b94564fb0679fa94,62.0,63.0,19881.31785714285,1459.4782142857143,46.0,51.0,12710.655,1991.0951883898304,0
0x1c1caabc3596224bbd73cab5ebe9de6259174409,54.0,54.0,280.1275,114.272,54.0,56.0,152.7,200.518,0
0xa137825a82034c9e56d9a0eaaf7a966a35e6856c,26.0,37.0,0.0,98.24,82.0,82.0,2055.07,267.17,0
0xa7fb80b759ea191c19720f531398663b298455fd,45.0,147.0,27006.26795238096,684.6328961038961,63.0,118.0,19856.540001,1312.2076027194269,0
0x9748ff361c86590cb21368f46e4c2f304b7c8f28,96.0,110.0,10509.73,3500.33,12.0,34.0,0.0,399.89,0
0x75ddb7ab958135bbe2dab48d6286826f6aa5e3b4,38.0,90.0,992.29,456.78,70.0,87.0,11312.36665157386,367.5352129649091,0
0x202305de90a3f8a7ff5d4670bf55abe1e12f0b87,5.0,5.0,0.0,0.5010936314363144,103.0,103.0,0.0,10.18851015424164,0
0x9731b1ba46fad438d3cb960dd965e4d785e48a01,81.0,83.0,1846.98,1060.1875,27.0,35.0,5321.58862745098,444.4930654244165,0
0x8f6129943d5a3af5c4018e8eaca773dd51f31560,60.0,60.0,0.0,49.83,48.0,52.0,8779.555,197.55,0
0x36f6515b5318097808115886c4ab3c81a44cc873,37.0,43.0,4139.9,212.485,71.0,73.0,2143.02,410.482051316546,0
0x00d95a70d92d210d193a2598a37692a437d4f8b5,43.0,43.0,9937.398,547.775,65.0,463.0,13444.665,639.7123136329045,0
0x41d3ea0d6a64d603cb8c3ff710f05f546061cdde,24.0,24.0,3193.43,279.79,84.0,85.0,5941.286705380187,581.3322255805009,0
0x549022ad5cd11816eb7ce6ea15ae61c1fb4edb8a,44.0,44.0,13317.592555555557,519.1542777777778,64.0,66.0,7597.455,593.1448596251365,1
0x71c3d1bde3054827f464211a40765bd81b8fd735,51.0,53.0,8342.298999999999,388.82183333333336,57.0,58.0,5429.07015,467.7026665001665,0
0x1bb795b17197be0d1aa7ea9c5041172ab637a40d,54.0,54.0,6103.135,121.70666666666666,54.0,54.0,2161.555,167.82166666666666,0
0x2d8ed3d49f1b31f9f5fc45e8011d3d5b7fe27800,76.0,89.0,92100.73,1647.045,32.0,56.0,171010.04,485.52168,0
0xb47c55f00a31deda8415e67d587168e05d41f92c,23.0,23.0,5409.81,308.3925,85.0,188.0,30097.35850241546,469.9709891196161,0
0xe26eb6da3050fb4e8e8792d75e7a0c87ccc783fb,50.0,50.0,1891.52,468.73,58.0,58.0,0.0,78.08000000000001,0
0xd5123ac87a4e6f2fe37c7cf366b218a1498d7efe,54.0,54.0,0.0,157.6425,54.0,54.0,216180.41,256.82,0
